score,text
0,"['typical', 'barrons', 'garbage', 'book', 'written', 'give', 'confidence', 'not', 'need', 'help', 'barrons', 'not', 'get', 'anywhere']"
1,"['first', 'thinking', 'best', 'movie', 'seen', 'ages', 'secondly', 'not', 'think', 'british', 'movie', 'set', 'dublin', 'mainly', 'irish', 'actors', 'moran', 'gambon', 'aisling', 'sullivanrita', 'deirdre', 'okane', 'etcthirdly', 'thought', 'moran', 'excellent', 'hilariously', 'funny', 'micheal', 'caine', 'seemed', 'get', 'moran', 'context', 'character', 'took', 'perfected', 'abigail', 'iversen', 'thought', 'better', 'child', 'actor', 'seen', 'believable', 'smart', 'kid', 'also', 'kid', 'adultyes', 'know', 'sounds', 'strange', 'hey', 'even', 'managed', 'upstage', 'caine', 'iversen', 'moran', 'worked', 'well', 'together', 'funny', 'preparation', 'scenebarrelergambon', 'funny', 'ineptitude']"
1,"['thanks', 'taking', 'care', 'mr', 'happy', 'customer']"
1,"['best', 'best', 'userfriendly', 'manual', 'outstanding', 'typical', 'others', 'series', 'series', 'cannot', 'beat', 'never', 'buy', 'manual', 'series', 'missing', 'manual', 'series']"
1,"['yesterday', 'finally', 'satisfied', 'curiosity', 'saw', 'movie', 'knowledge', 'plot', 'limited', 'seconds', 'trailer', 'heard', 'good', 'critics', 'caused', 'expectations', 'increaseas', 'saw', 'movie', 'untied', 'pieces', 'combined', 'story', 'becoming', 'quite', 'intriguing', 'apparently', 'inexplicable', 'details', 'end', 'everything', 'disclosed', 'simple', 'succession', 'events', 'bad', 'luck', 'sorte', 'nula', 'portuguese', 'everything', 'felt', 'story', 'made', 'sense', 'everything', 'fits', 'place', 'properties', 'good', 'scripti', 'must', 'also', 'mention', 'soundtrack', 'helps', 'creation', 'amazing', 'environmentand', 'think', 'resources', 'fernando', 'fragata', 'used', 'make', 'film', 'believe', 'make', 'many', 'hollywood', 'producers', 'envious']"
0,"['follows', 'path', 'sequels', 'first', 'one', 'great', 'second', 'average', 'one', 'full', 'bad', 'acting', 'stupid', 'dialog', 'well', 'lot', 'suspension', 'disbelief', 'movie', 'weaktoo', 'predictable', 'not', 'stand', 'henry', 'wrinklerlike', 'boss', 'stupid', 'eye', 'much', 'done', 'liked', 'first', 'one', 'lot', 'wish', 'would', 'went', 'lines', 'rather', 'herethere', 'much', 'unexplained', 'needed', 'explained', 'time', 'period', 'old', 'fashioned', 'phone', 'roomi', 'understand', 'another', 'one', 'works', 'blah']"
0,"['recap', 'lone', 'swordsman', 'living', 'desert', 'acting', 'agent', 'swordsmen', 'recollects', 'life', 'turned', 'started', 'woman', 'loved', 'chose', 'marry', 'brother', 'instead', 'causing', 'leave', 'home', 'town', 'one', 'swordsmen', 'huang', 'middle', 'complicated', 'love', 'story', 'woman', 'wants', 'killed', 'ran', 'away', 'promise', 'marry', 'younger', 'sister', 'sister', 'wants', 'hire', 'swordsman', 'huang', 'protected', 'everything', 'put', 'edge', 'woman', 'sister', 'really', 'personcomments', 'seen', 'redux', 'version', 'released', 'original', 'released', 'two', 'versions', 'differ', 'cannot', 'say', 'redux', 'heavily', 'stylized', 'way', 'chinese', 'wuxia', 'action', 'unfortunate', 'style', 'seems', 'forgotten', 'one', 'important', 'elements', 'successful', 'entertaining', 'movie', 'comprehensible', 'story', 'true', 'style', 'scenery', 'visual', 'elements', 'seem', 'much', 'important', 'much', 'focus', 'writer', 'director', 'kar', 'wai', 'wong', 'therefore', 'lots', 'colorful', 'beautiful', 'scenes', 'completely', 'unrelated', 'storythe', 'editing', 'timeline', 'story', 'also', 'mishandled', 'much', 'left', 'scenes', 'time', 'line', 'broken', 'rearranged', 'confusing', 'way', 'slow', 'calm', 'scenes', 'suddenly', 'relieved', 'surprisingly', 'brutal', 'seemingly', 'unmotivated', 'fights', 'relieved', 'something', 'else', 'unrelated', 'result', 'confusing', 'uninteresting', 'moviethanks', 'brutal', 'fights', 'movie', 'put', 'action', 'genre', 'poster', 'photographs', 'also', 'imply', 'almost', 'regarded', 'false', 'marketing', 'minutes', 'considered', 'anything', 'like', 'action', 'not', 'farther', 'away', 'movie', 'entirety', 'slow', 'dull', 'hence', 'boring', 'not', 'even', 'rare', 'action', 'filled', 'scenes', 'help', 'since', 'disconnected', 'rest', 'moviei', 'might', 'say', 'not', 'fan', 'chinese', 'style', 'since', 'often', 'seem', 'afflicted', 'problems', 'importantly', 'visual', 'important', 'story', 'ashes', 'time', 'redux', 'perhaps', 'worst', 'example', 'seen']"
0,"['cheapy', 'biography', 'star', 'black', 'white', 'minstrel', 'shows', 'certain', 'dixie', 'boy', 'johnson', 'whether', 'person', 'ever', 'really', 'existed', 'not', 'know', 'considering', 'cast', 'lists', 'certain', 'lee', 'lasses', 'white', 'roscoe', 'karns', 'playing', 'said', 'character', 'well', 'assume', 'man', 'exist', 'whitewashed', 'pardon', 'pun', 'version', 'career', 'plot', 'follows', 'dixie', 'boy', 'career', 'heights', 'depression', 'death', 'wife', 'childbirth', 'abandonment', 'child', 'friends', 'return', 'daughters', 'sixteenth', 'birthday', 'stage', 'debut', 'reconciliation', 'another', 'forgotten', 'man', 'benny', 'fields', 'plays', 'dixie', 'boy', 'man', 'lovely', 'baritone', 'voice', 'no', 'acting', 'talent', 'whatsoever', 'boring', 'lump', 'screen', 'gladys', 'george', 'valiantly', 'tries', 'best', 'enliven', 'works', 'no', 'avail', 'judy', 'clark', 'best', 'impersonation', 'betty', 'hutton', 'ever', 'seen', 'although', 'believe', 'thought', 'scoring', 'replete', 'many', 'musical', 'numbers', 'short', 'running', 'time', 'minutes', 'earned', 'deserved', 'oscar', 'nom', 'worth', 'look']"
1,"['remake', 'classic', 'thing', 'another', 'world', 'men', 'completely', 'isolated', 'station', 'antartica', 'invaded', 'thing', 'outer', 'spaceit', 'devours', 'completely', 'duplicates', 'anything', 'chooses', 'starts', 'dog', 'gets', 'looseand', 'chance', 'duplicate', 'men', 'soon', 'nobody', 'trusts', 'anyone', 'elsethey', 'isolatedthe', 'radio', 'destroyedtheir', 'helicopter', 'likewise', 'going', 'dothe', 'film', 'thing', 'big', 'super', 'human', 'monster', 'movie', 'scary', 'one', 'toobut', 'story', 'different', 'based', 'closely', 'source', 'materialthe', 'novelette', 'goes', 'scary', 'different', 'way', 'movie', 'starts', 'right', 'ennio', 'morricones', 'extremely', 'eerie', 'score', 'setting', 'right', 'tone', 'andwhen', 'thing', 'gets', 'attackedthe', 'amount', 'gore', 'astounding', 'blood', 'body', 'parts', 'flying', 'overarms', 'bitten', 'heads', 'detach', 'andin', 'strongest', 'oneone', 'man', 'devoured', 'face', 'first', 'thing', 'gore', 'effects', 'strong', 'real', 'nightmare', 'material', 'not', 'scare', 'easy', 'sleep', 'lights', 'saw', 'originally', 'back', 'rob', 'bottins', 'effects', 'incrediblehow', 'picture', 'got', 'r', 'rating', 'beyond', 'meit', 'also', 'creepy', 'feelgore', 'aside', 'suspenseful', 'not', 'sure', 'carpenters', 'direction', 'score', 'really', 'build', 'tension', 'one', 'complaintno', 'one', 'given', 'distinctive', 'personality', 'traits', 'actors', 'remain', 'straightfaced', 'say', 'lines', 'annoyingbut', 'movie', 'still', 'worksthis', 'critical', 'commercial', 'disaster', 'competed', 'et', 'many', 'critics', 'complained', 'amount', 'gore', 'no', 'female', 'characters', 'movie', 'considered', 'one', 'john', 'carpenters', 'best', 'mustseefor', 'strong', 'stomaches', 'not', 'date', 'filman', 'amusing', 'note', 'released', 'universal', 'sent', 'note', 'along', 'prints', 'film', 'suggested', 'theatre', 'owners', 'play', 'film', 'auditorium', 'near', 'rest', 'rooms', 'afraid', 'people', 'would', 'sickened', 'violence', 'would', 'close', 'facility', 'throw']"
0,"['unreliable', 'service', 'tmobile']"
0,"['charging', 'biz', 'flight', 'uk', 'somewhat', 'egregious', 'charging', 'top', 'sam', 'adams', 'draft', 'united', 'club', 'usurious']"
0,"['conf', 'finally', 'got', 'told', 'flight', 'completely', 'booked', 'would', 'better', 'info', 'advise', 'call']"
1,"['well', 'average', 'adventuresuspense', 'picture', 'refreshing', 'see', 'current', 'film', 'script', 'not', 'require', 'two', 'attractive', 'adults', 'make', 'love', 'angry', 'townspeople', 'exude', 'realistic', 'ordinary', 'levels', 'animus', 'smart', 'film', 'things', 'not', 'go', 'may', 'expect', 'consequences', 'man', 'sent', 'seek', 'animal', 'not', 'needing', 'look', 'far', 'strongly', 'recommended']"
0,"['not', 'fly', 'united', 'checked', 'baggage', 'never', 'find']"
1,"['business', 'week', 'review', 'detailed', 'information', 'economic', 'business', 'news', 'globalscale', 'info', 'broadbased', 'helpful', 'private', 'corporateinvestors']"
0,"['admit', 'went', 'see', 'movie', 'not', 'really', 'high', 'expectations', 'even', 'low', 'expectations', 'totally', 'utterly', 'disappointedbasically', 'luke', 'wilson', 'hot', 'shot', 'tends', 'go', 'slightly', 'crazy', 'girlfriends', 'slight', 'mention', 'girl', 'stalking', 'pretty', 'much', 'character', 'not', 'quite', 'mind', 'would', 'probably', 'underdeveloped', 'rest', 'movieso', 'subway', 'rainn', 'wilson', 'actually', 'liked', 'movie', 'convinces', 'talk', 'hot', 'girl', 'uma', 'thurman', 'strange', 'say', 'least', 'everyone', 'clearly', 'see', 'uma', 'thurman', 'not', 'belong', 'category', 'hotrainn', 'wilsons', 'performance', 'also', 'far', 'hot', 'normally', 'acting', 'even', 'not', 'salvage', 'movie', 'character', 'jumpy', 'unrealistic', 'rather', 'annoying', 'never', 'tell', 'writers', 'trying', 'make', 'comical', 'token', 'closet', 'gay', 'guy', 'desperate', 'almost', 'painfulbut', 'anyway', 'someone', 'steals', 'purse', 'goes', 'leave', 'subway', 'luke', 'wilson', 'charming', 'savior', 'runs', 'robber', 'know', 'uma', 'thurman', 'superhero', 'ggirl', 'like', 'call', 'movie', 'still', 'baffles', 'g', 'stands', 'leave', 'message', 'boards', 'debatethe', 'sex', 'scenes', 'assume', 'supposed', 'funny', 'find', 'asking', 'sex', 'like', 'nearly', 'throw', 'bed', 'wall', 'uma', 'thurmans', 'passion', 'let', 'us', 'say', 'makes', 'head', 'hurt', 'not', 'thinking', 'really', 'hard', 'understand', 'waywhen', 'uma', 'insults', 'anna', 'faris', 'calling', 'whore', 'no', 'debate', 'apart', 'fact', 'cannot', 'choose', 'movies', 'properly', 'cannot', 'act', 'relies', 'souly', 'fact', 'blonde', 'typicaloverall', 'would', 'walked', 'theater', 'not', 'paid', 'see', 'characters', 'typical', 'absolutely', 'no', 'chemistry', 'especially', 'uma', 'thurman', 'someone', 'let', 'know', 'move', 'head', 'lot', 'not', 'mean', 'actingalso', 'script', 'storyline', 'used', 'either', 'lot', 'work', 'match', 'lighter', 'fluid', 'actually', 'started', 'feel', 'embarrassed', 'actors', 'dying', 'careers', 'overall', 'value', 'money', 'self', 'respect', 'not', 'waste', 'time', 'pathetic', 'attempt', 'movie']"
0,"['geosafari', 'seascope', 'not', 'work', 'wanted', 'use', 'anyone', 'age', 'watch', 'fish', 'clear', 'water', 'pond', 'not', 'really', 'worth', 'sounded', 'like', 'great', 'concept', 'cheaply', 'produced']"
0,"['movie', 'twists', 'facts', 'anne', 'marys', 'lives', 'something', 'unrecognizable', 'make', 'mary', 'boleyn', 'fact', 'rather', 'dim', 'foolish', 'creature', 'make', 'good', 'sister', 'silly', 'anne', 'fact', 'far', 'interesting', 'character', 'life', 'not', 'marys', 'told', 'oftenin', 'response', 'earlier', 'review', 'fail', 'see', 'annes', 'life', 'criminal', 'henry', 'real', 'criminal', 'whatever', 'annes', 'motives', 'winning', 'king', 'withholding', 'affections', 'order', 'gain', 'crown', 'husband', 'taken', 'context', 'time', 'reallife', 'events', 'took', 'place', 'anne', 'comparison', 'majority', 'courtiers', 'time', 'relatively', 'innocent', 'figure', 'modern', 'historians', 'discount', 'disproven', 'myths', 'slanders', 'movie', 'perpetuate', 'never', 'heard', 'anyone', 'actually', 'believes', 'rumour', 'slept', 'brother', 'movie', 'sensational', 'false', 'maddening', 'think', 'someone', 'without', 'knowing', 'anything', 'period', 'history', 'walk', 'away', 'believing', 'anything', 'movie', 'presented', 'facti', 'not', 'even', 'get', 'weird', 'filming', 'movie', 'pretty', 'sure', 'cameras', 'not', 'invented', 'th', 'century', 'not', 'understand', 'anne', 'mary', 'talking', 'one', 'throughout', 'movie', 'really', 'bad', 'plot', 'devise', 'jarring', 'annoying', 'put', 'mildlyanne', 'thousand', 'days', 'not', 'accurate', 'either', 'infinitely', 'entertaining', 'least', 'comes', 'closer', 'telling', 'story', 'one', 'intriguing', 'women', 'history', 'not', 'even', 'think', 'renting', 'two', 'hours', 'never', 'get', 'back']"
0,"['always', 'letting']"
0,"['plane', 'mechanical', 'issues', 'cannot', 'get', 'get', 'new', 'flight', 'missed', 'connecting', 'flight']"
1,"['disagree', 'disagree', 'lady', 'wrote', 'review', 'book', 'definitely', 'page', 'turner', 'also', 'wonderful', 'great', 'reread', 'read', 'times', 'second', 'third', 'books', 'also', 'great', 'wonderfully', 'twisty', 'plots', 'one', 'downside', 'not', 'fourth', 'one', 'yet', 'every', 'time', 'remember', 'sigh', 'sadoverall', 'nine', 'lives', 'books', 'definitely', 'star', 'worthy']"
1,"['love', 'phone', 'handy', 'lot', 'features']"
0,"['get', 'medela', 'instead', 'save', 'breasts', 'bought', 'lansinoh', 'affinity', 'prior', 'first', 'child', 'delivered', 'emergency', 'c', 'section', 'stay', 'hospital', 'days', 'hospital', 'medela', 'symphony', 'pumps', 'every', 'motherbaby', 'room', 'nicu', 'daughter', 'loved', 'symphony', 'really', 'got', 'job', 'done', 'used', 'lansinoh', 'twice', 'two', 'days', 'daughter', 'due', 'come', 'home', 'pumping', 'hospital', 'wanted', 'try', 'home', 'needless', 'say', 'not', 'like', 'lansinoh', 'loud', 'hurt', 'nipples', 'poor', 'suction', 'not', 'think', 'settings', 'good', 'finer', 'adjustments', 'finesse', 'needed', 'good', 'pumping', 'got', 'less', 'milk', 'minutes', 'lansinoh', 'minutes', 'using', 'medela', 'ended', 'going', 'buying', 'medela', 'pump', 'style', 'ladies', 'breasts', 'favor', 'spend', 'money', 'medela']"
0,"['depths', 'shelf', 'book', 'recommeded', 'friend', 'another', 'state', 'bought', 'curiosity', 'full', 'poems', 'easily', 'written', 'year', 'old', 'nack', 'poetry', 'like', 'purchasing', 'book', 'would', 'big', 'disappointment']"
1,"['misfits', 'military', 'school', 'hmmmm', 'sounds', 'funny', 'maybe', 'offensive', 'characters', 'arab', 'thief', 'sex', 'crazy', 'teen', 'smart', 'mouth', 'pot', 'smoker', 'not', 'forget', 'guy', 'burns', 'things', 'throw', 'strict', 'no', 'nonsense', 'sergent', 'homosexual', 'sergent', 'one', 'sexy', 'ammunition', 'teacher', 'makes', 'one', 'crazy', 'film', 'adventurei', 'seen', 'film', 'funny', 'comedy', 'revolved', 'around', 'fact', 'try', 'work', 'together', 'things', 'get', 'donethese', 'band', 'misfit', 'students', 'weinberg', 'military', 'school', 'placed', 'sgt', 'liceman', 'quotes', 'outcasts', 'embarrassments', 'families', 'communities', 'disgraces', 'one', 'ralph', 'macchios', 'earlier', 'performances', 'karate', 'kid', 'cousin', 'vinny', 'appearances', 'barbara', 'bach', 'well', 'film', 'appeals', 'teens', 'young', 'adultsgreat', 'soundtrack', 'keeps', 'film', 'moving']"
1,"['best', 'fantasy', 'book', 'ever', 'read', 'harry', 'potter', 'sorcerers', 'stone', 'excellent', 'book', 'one', 'small', 'thing', 'book', 'always', 'leads', 'much', 'bigger', 'thing', 'keeps', 'hooked', 'book']"
1,['thank']
1,"['definitely', 'must', 'state', 'not', 'allow', 'cell', 'phone', 'usage', 'driving']"
0,"['blame', 'terrible', 'flick', 'lies', 'director', 'martin', 'campbell', 'viewing', 'credits', 'later', 'years', 'must', 'one', 'first', 'directorial', 'gigs', 'decent', 'cast', 'work', 'unfortunately', 'no', 'idea', 'scenes', 'made', 'absolutely', 'no', 'sense', 'headwas', 'drugs', 'looking', 'forward', 'movie', 'oldman', 'bacon', 'maybe', 'short', 'shooting', 'schedule', 'campbell', 'bang', 'cannot', 'imagine', 'story', 'campbell', 'directed', 'even', 'came', 'close', 'story', 'writer', 'wrote', 'oldman', 'bacon', 'along', 'rest', 'cast', 'must', 'slid', 'chairs', 'went', 'screening', 'one', 'poster', 'pointed', 'karen', 'young', 'pretty', 'good', 'fight', 'scene', 'bacon', 'really', 'let', 'loose', 'unfortunate', 'fill', 'space', 'stay', 'within', 'guide', 'lines', 'imdb', 'requires', 'really', 'not', 'anything', 'say', 'uninspiring', 'film', 'one', 'not', 'forced', 'windbag', 'criticizing', 'terrible', 'flick', 'wish', 'imdb', 'would', 'change', 'amount', 'words', 'fill', 'critique']"
1,"['blueant', 'supertooth', 'handsfree', 'phone', 'speaker', 'awesome']"
1,"['gettin', 'fancy', 'nice', 'work', 'menu']"
0,"['understand', 'fox', 'embarrassed', 'released', 'pg', 'alienpredator', 'movie', 'not', 'long', 'ago', 'not', 'well', 'received', 'meansnot', 'exactly', 'sure', 'go', 'next', 'seeing', 'thought', 'anderson', 'best', 'director', 'franchise', 'produced', 'true', 'scifi', 'gem', 'fox', 'turned', 'small', 'knowledgeable', 'group', 'monkeys', 'answersthese', 'monkeys', 'no', 'means', 'veterans', 'writing', 'scifi', 'flicks', 'seen', 'burtons', 'planet', 'apes', 'remake', 'house', 'dead', 'first', 'task', 'hire', 'actors', 'fox', 'gave', 'reasonable', 'budget', 'monkeys', 'wanted', 'save', 'money', 'hired', 'fifteen', 'tv', 'actors', 'shortly', 'afternow', 'script', 'monkeys', 'wanted', 'save', 'budget', 'wrote', 'movie', 'leaving', 'important', 'aspects', 'two', 'franchises', 'easy', 'part', 'thinking', 'great', 'new', 'lines', 'general', 'audience', 'remember', 'years', 'line', 'difficult', 'butted', 'heads', 'awhile', 'came', 'truly', 'awardwinning', 'screenplay', 'equipped', 'cliche', 'characters', 'idiotic', 'decisions', 'gaping', 'plot', 'holesfox', 'pleased', 'thus', 'far', 'results', 'wanted', 'see', 'become', 'centerpieces', 'film', 'aliens', 'predators', 'monkeys', 'wanted', 'save', 'money', 'budget', 'decided', 'trash', 'great', 'robotics', 'used', 'otherwise', 'terrible', 'avp', 'original', 'go', 'maninthesuit', 'alien', 'seen', 'old', 'films', 'actors', 'playing', 'aliens', 'trouble', 'fitting', 'suits', 'not', 'properly', 'sized', 'monkeys', 'jiggled', 'plastic', 'heads', 'throughout', 'film', 'honor', 'predators', 'monkeys', 'decided', 'one', 'predator', 'enough', 'time', 'around', 'saving', 'budget', 'fight', 'hordes', 'aliens', 'seemingly', 'come', 'nowhere', 'effects', 'ask', 'come', 'people', 'may', 'monkeys', 'clearly', 'knew', 'cgi', 'would', 'play', 'key', 'role', 'film', 'without', 'diving', 'budget', 'monkeys', 'used', 'standard', 'final', 'cut', 'program', 'cut', 'pasted', 'nice', 'fire', 'spark', 'effects', 'throughout', 'putting', 'red', 'green', 'filters', 'camera', 'lens', 'provided', 'excellent', 'predator', 'visionsthe', 'setting', 'something', 'monkeys', 'thought', 'long', 'hard', 'earth', 'colorado', 'places', 'needed', 'make', 'realistic', 'admitted', 'might', 'made', 'mistake', 'see', 'monkeys', 'not', 'proper', 'training', 'department', 'thought', 'turning', 'lights', 'city', 'movie', 'play', 'dead', 'night', 'rain', 'right', 'thing', 'simply', 'forgot', 'people', 'like', 'see', 'creatures', 'instead', 'looking', 'shadows', 'rain', 'whole', 'film', 'add', 'insult', 'injury', 'monkeys', 'accidentally', 'filmed', 'fight', 'scenes', 'incredibly', 'close', 'no', 'one', 'see', 'fighting', 'rookie', 'mistakethe', 'rating', 'fox', 'told', 'monkeys', 'make', 'movie', 'rrated', 'easy', 'without', 'showing', 'many', 'injuries', 'deaths', 'actually', 'happened', 'monkeys', 'made', 'habit', 'showing', 'carnage', 'fact', 'simple', 'viewers', 'got', 'gore', 'desired', 'monkeys', 'not', 'film', 'majority', 'action', 'shots', 'involving', 'violencesome', 'actors', 'originally', 'questions', 'concerning', 'screenplay', 'blue', 'liquid', 'predator', 'endless', 'amounts', 'magically', 'disintegrate', 'whatever', 'wants', 'nothing', 'exconvict', 'driving', 'around', 'police', 'car', 'entire', 'movie', 'monkeys', 'forget', 'show', 'full', 'body', 'shot', 'aliens', 'clock', 'play', 'memorable', 'role', 'main', 'characters', 'list', 'questions', 'kept', 'growing', 'monkeys', 'ignored', 'finished', 'masterpiece', 'fox', 'thrilled', 'work', 'thrilled', 'opened', 'movie', 'nationwide', 'christmas', 'day', 'even', 'spent', 'bucks', 'advertising', 'week', 'came', 'monkeys', 'successfully', 'made', 'another', 'installment', 'cherished', 'franchisesbut', 'ask', 'ever', 'happened', 'budget', 'monkeys', 'forgot', 'use', 'put', 'towards', 'next', 'film', 'aliens', 'vs', 'predator', 'vs', 'hulk', 'hogan', 'knew', 'general', 'public', 'would', 'upset', 'title', 'since', 'released', 'statementto', 'people', 'not', 'worry', 'upcoming', 'film', 'rated', 'r', 'violenceand', 'everyone', 'lived', 'happily', 'ever', 'end']"
0,"['well', 'really', 'not', 'like', 'would', 'airplane']"
1,"['best', 'sherlock', 'ever', 'sherlocks', 'sherlock', 'season', 'one', 'benedict', 'cumberbatch', 'martin', 'freeman', 'best', 'husband', 'read', 'reread', 'watched', 'various', 'movies', 'various', 'actors', 'also', 'says', 'benedict', 'cumberbatch', 'outstanding', 'fresh', 'jeremy', 'britt', 'hard', 'beat', 'jeremy', 'comes', 'second', 'cannot', 'wait', 'till', 'season', 'released', 'usa']"
1,"['far', 'recall', 'balanchines', 'alterations', 'tchaikovskys', 'score', 'follows', 'final', 'section', 'grossvatertanz', 'traditional', 'tune', 'played', 'end', 'party', 'repeated', 'several', 'times', 'give', 'children', 'last', 'dance', 'scene', 'violin', 'solo', 'written', 'eliminated', 'tchaikovskys', 'score', 'sleeping', 'beauty', 'interpolated', 'end', 'party', 'scene', 'beginning', 'transformation', 'scene', 'balanchine', 'chose', 'music', 'melodic', 'relationship', 'music', 'growing', 'christmas', 'tree', 'occurs', 'shortly', 'thereafter', 'solo', 'sugar', 'plum', 'fairys', 'cavalier', 'eliminatedit', 'seems', 'accusation', 'balanchine', 'somehow', 'desecrated', 'tchaikovskys', 'great', 'score', 'misplaced']"
0,"['not', 'even', 'going', 'acknowledge', 'bumped', 'flight', 'not', 'weather', 'arizona']"
1,"['frog', 'phone', 'charm', 'adorable', 'eye', 'catching']"
1,"['checkin', 'staff', 'phx', 'awesome', 'great', 'traffic', 'control', 'general', 'boarding']"
0,"['poor', 'ending', 'enjoyed', 'book', 'ending', 'abrupt', 'left', 'lot', 'unfinished', 'biggest', 'drama', 'book', 'happened', 'never', 'resolved', 'disappointing']"
1,"['gorgeous', 'day', 'hope', 'flight', 'back', 'tomorrow', 'pleasant', 'thanks']"
0,"['always', 'cuts', 'makes', 'beep', 'beep', 'beep', 'sound', 'says', 'signal', 'failed']"
1,"['gregory', 'peck', 'fan', 'scarlet', 'black', 'moving', 'depiction', 'based', 'true', 'story', 'different', 'choices', 'made', 'two', 'different', 'men', 'wwii', 'story', 'pride', 'goeth', 'fall', 'haughty', 'spirit', 'destruction', 'well', 'amazing', 'story', 'man', 'unabashadly', 'stands', 'faith', 'also', 'portrays', 'horror', 'jewish', 'people', 'endured', 'something', 'none', 'us', 'ever', 'forget']"
1,"['success', 'good', 'work', 'jetblue', 'team']"
0,"['even', 'though', 'one', 'worst', 'movies', 'ever', 'seen', 'would', 'recommend', 'movie', 'anyone', 'likes', 'good', 'pyrotechnics', 'plot', 'terrible', 'horror', 'not', 'really', 'good', 'scifi', 'even', 'worse', 'pyrotechnics', 'excellent', 'mathilda', 'may', 'extremely', 'beautiful']"
1,"['item', 'arrived', 'quickly', 'works', 'great', 'metro', 'pcs', 'samsung', 'schr', 'slider', 'phone', 'sony', 'premium', 'sound', 'ear', 'plugs']"
1,['thank']
1,"['cannot', 'describe', 'feeling', 'got', 'crappy', 'vhs', 'rental', 'cassette', 'hands', 'years', 'ago', 'somehow', 'got', 'father', 'rent', 'watched', 'twice', 'little', 'brother', 'yes', 'got', 'nightmares', 'film', 'originally', 'rated', 'pg', 'us', 'many', 'countries', 'including', 'finland', 'restricted', 'film', 'aimed', 'teenagers', 'must', 'goriest', 'pgrated', 'film', 'ever', 'no', 'bad', 'language', 'nudity', 'ever', 'originally', 'made', 'stayed', 'shelves', 'couple', 'years', 'releasethis', 'aclass', 'bmovie', 'true', 'well', 'made', 'horror', 'flick', 'bunch', 'college', 'girls', 'decide', 'spent', 'night', 'mausoleum', 'not', 'knowing', 'supernatural', 'evil', 'awaits', 'almost', 'smell', 'rotting', 'flesh', 'feel', 'atmosphere', 'movie', 'campy', 'utterly', 'stupid', 'cannot', 'make', 'movies', 'anymore', 'definitely', 'certain', 'feel', 'horror', 'genre', 'one', 'still', 'effectively', 'spooky', 'entertaining', 'yearsthe', 'effects', 'oozing', 'quality', 'ellis', 'burman', 'jr', 'thomas', 'r', 'burman', 'makeup', 'effects', 'play', 'big', 'part', 'flick', 'otherwise', 'would', 'boring', 'teen', 'slasherit', 'available', 'dvd', 'last', 'special', 'edition', 'dvd', 'including', 'extras', 'commentary', 'track', 'interestingin', 'fact', 'version', 'not', 'special', 'average', 'transfer', 'dvd', 'glitches', 'scratches', 'first', 'going', 'released', 'blue', 'underground', 'unfortunately', 'canceled', 'shriek', 'show', 'released', 'without', 'restoring', 'print', 'badgreat', 'datemovierecommendednote', 'gave', 'nostalgic', 'values', 'otherwise']"
1,"['let', 'say', 'granny', 'extremely', 'well', 'made', 'horror', 'violence', 'sure', 'suspense', 'moves', 'best', 'indie', 'horror', 'movie', 'ever', 'seen', 'minutes', 'longit', 'favorite', 'movie', 'time', 'people', 'love', 'give']"
0,"['five', 'passengers', 'bus', 'depot', 'tell', 'scary', 'dreams', 'waiting', 'picked', 'nightmares', 'meets', 'eyelucky', 'five', 'bad', 'movies', 'price', 'one', 'segment', 'features', 'worst', 'acting', 'special', 'effects', 'make', 'music', 'supposed', 'scary', 'hmm', 'think', 'freaked', 'episode', 'teletubbies', 'swear', 'sit', 'like', 'bored', 'tears', 'waiting', 'vain', 'something', 'interesting', 'happen', 'not', 'bother', 'never', 'fact', 'even', 'stopped', 'fast', 'forwarding', 'commercials', 'good', 'deal', 'entertaining', 'main', 'feature', 'ending', 'ultimate', 'copout', 'yep', 'none', 'actually', 'ever', 'happened', 'said', 'day', 'set', 'vcr', 'record', 'cobblers']"
0,"['no', 'hot', 'food', 'hour', 'flight', 'crazy', 'not', 'eat', 'phl', 'bc', 'original', 'connection', 'min', 'late', 'flight', 'gives']"
0,"['guys', 'really', 'suck', 'spent', 'minutes', 'phone', 'linking', 'credits', 'account', 'still', 'not']"
0,"['rip', 'charge', 'shipping']"
1,"['love', 'thin']"
1,"['not', 'woman', 'lead', 'working', 'gate', 'c']"
0,"['green', 'book', 'shangrila', 'repentance', 'twiztid', 'green', 'book', 'collection', 'personal', 'songs', 'differentit', 'different', 'twiztid', 'cdsfor', 'one', 'offodd', 'psychopathic', 'make', 'sad', 'songs', 'thought', 'good', 'songs', 'played', 'live', 'listen', 'good', 'psychopathic', 'not', 'leave', 'depressedwhat', 'sucks', 'truly', 'sucks', 'green', 'book', 'hype', 'hype', 'better', 'cd', 'itselfit', 'got', 'couple', 'really', 'good', 'songs', 'though', 'marsh', 'lagoon', 'hell', 'good', 'song', 'song', 'artworkbooklet', 'reason', 'buy', 'cd', 'depressing']"
